code,name,verdict,match_basis,db_id,db_name,matched_name
4055002,"Mướp đắng, luộc",keep-usda-only,name,usda_11711_cooked,"Mướp đắng (mướp đắng), quả, luộc chín, để ráo nước, thêm muối.",mướp đắng luộc
4056,"Mướp Nhật bản, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4056_raw,Mướp Nhật bản,Mướp Nhật bản
4057,"Ngải cứu, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4057_raw,Ngải cứu,Ngải cứu
4058,"Ngô bao tử, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4058_raw,Ngô bao tử,Ngô bao tử
4059,"Ngó sen, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4059_raw,Ngó sen,Ngó sen
4060,"Nụ mướp, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4060_raw,Nụ mướp,Nụ mướp
4061,"Ớt đỏ to, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4061_raw,ớt đỏ to,ớt đỏ to
4062,"Ớt vàng to, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4062_raw,ớt vàng to,ớt vàng to
4063,"Ớt xanh to, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4063_raw,ớt xanh to,ớt xanh to
4064,"Quả dọc, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4064_raw,Quả dọc,Quả dọc
4065,"Quả me chua, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4065_raw,Quả me chua,Quả me chua
4066,"Rau bí, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4066_raw,Rau bí,Rau bí
4066002,"Rau bí, luộc",keep-no-match,none,,,
4067,"Rau câu, khô",duplicate-vietnamese,name,fao_vn_2007_4067_raw,Rau câu khô,Rau câu khô
4068,"Rau câu, tươi",duplicate-vietnamese,name,fao_vn_2007_4068_raw,Rau câu tươi,Rau câu tươi
4069,"Rau diếp, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4069_raw,Rau diếp,Rau diếp
4070,"Rau đay, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4070_raw,Rau đay,Rau đay
4071,"Rau giấp cá, diếp cá, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4071_raw,"Rau giấp cá, diếp cá","Rau giấp cá, diếp cá"
4072,"Rau giền cơm, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4072_raw,Rau giền cơm,Rau giền cơm
4072002,"Rau giền cơm, luộc",keep-no-match,none,,,
4073,"Rau giền đỏ, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4073_raw,Rau giền đỏ,Rau giền đỏ
4073002,"Rau giền đỏ, luộc",keep-no-match,none,,,
4074,"Rau giền trắng, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4074_raw,Rau giền trắng,Rau giền trắng
4074002,"Rau giền trắng, luộc",keep-no-match,none,,,
4075,"Rau húng, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4075_raw,Rau húng,Rau húng
4076,"Rau khoai lang, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4076_raw,Rau khoai lang,Rau khoai lang
4076002,"Rau khoai lang, luộc",keep-no-match,none,,,
4077,"Rau kinh giới, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4077_raw,Rau kinh giới,Rau kinh giới
4078,"Rau má rừng, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4078_raw,Rau má rừng,Rau má rừng
4079,"Rau má, má mơ, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4079_raw,"Rau má, má mơ","Rau má, má mơ"
4080,"Rau mồng tơi, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4080_raw,Rau mồng tơi,Rau mồng tơi
4080002,"Rau mồng tơi, luộc",keep-usda-only,name,usda_11802_cooked,"Rau bina New Zealand, luộc chín, để ráo nước, thêm muối.",rau mồng tơi luộc
4081,"Rau mùi, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4081_raw,Rau mùi,Rau mùi
4082,"Rau mùi tàu, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4082_raw,Rau mùi tàu,Rau mùi tàu
4083,"Rau muống,  tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4083_raw,Rau muống,Rau muống
4083002,"Rau muống, luộc",keep-usda-only,name,usda_11504_cooked,"Bắp cải nước luộc, để ráo nước, không thêm muối.",rau muống luộc
4084,"Rau muống, khô",duplicate-vietnamese,name,fao_vn_2007_4084_raw,Rau muống khô,Rau muống khô
4085,"Rau ngổ, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4085_raw,Rau ngổ,Rau ngổ
4086,"Rau ngót, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4086_raw,Rau ngót,Rau ngót
4087,"Rau ngót, khô",duplicate-vietnamese,name,fao_vn_2007_4087_raw,Rau ngót khô,Rau ngót khô
4088,"Rau răm, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4088_raw,Rau răm,Rau răm
4089,"Rau rút, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4089_raw,Rau rút,Rau rút
4090,"Rau sà lách, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4090_raw,Rau sà lách,Rau sà lách
4091,"Rau sam, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4091_raw,Rau sam,Rau sam
4092,"Rau sắng chùa hương, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4092_raw,Rau sắng (chùa Hương),Rau sắng (chùa Hương)
4093,"Rau tàu bay, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4093_raw,Rau tàu bay,Rau tàu bay
4094,"Rau thơm, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4094_raw,Rau thơm,Rau thơm
4095,"Quả sấu xanh, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4095_raw,Sấu xanh,Sấu xanh
4096,"Củ su hào, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4096_raw,Su hào,Su hào
4096002,"Su hào, luộc",keep-usda-only,name,usda_11793_cooked,"Củ cải Kohlrabi, luộc chín, để ráo nước, thêm muối.",su hào luộc
4097,"Củ su hào, khô",duplicate-vietnamese,code-lineage,fao_vn_2007_4097_raw,Su hào khô,Su hào khô
4098,"Quả su su, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4098_raw,"Su su, quả","Su su, quả"
4098002,"Su su, luộc",keep-usda-only,name,usda_11766_cooked,"Quả chayote, nấu chín, luộc, để ráo nước, với muối.",su su luộc
4099,"Súp lơ trắng, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4099_raw,Súp lơ trắng,Súp lơ trắng
4099002,"Súp lơ trắng, luộc",keep-usda-only,name,usda_11761_cooked,"Súp lơ trắng, luộc chín, để ráo nước, thêm muối.",súp lơ trắng luộc
4100,"Súp lơ xanh, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4100_raw,Súp lơ xanh,Súp lơ xanh
4100002,"Súp lơ xanh, luộc",keep-usda-only,name,usda_11742_cooked,"Bông cải xanh, luộc chín, để ráo nước, thêm muối.",súp lơ xanh luộc
4101,"Thìa là, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4101_raw,Thìa là,Thìa là
4102,"Tía tô, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4102_raw,Tía tô,Tía tô
4103,"Tỏi ta, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4103_raw,Tỏi ta,Tỏi ta
4104,"Tỏi tây, cả lá, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4104_raw,Tỏi tây (cả lá),Tỏi tây (cả lá)
4105,"Trám đen, quả chín, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4105_raw,Trám đen chín,Trám đen chín
4106,"Trám xanh, trám trắng, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4106_raw,"Trám xanh sống, trám trắng","Trám xanh sống, trám trắng"
4107,"Lá xương sông, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_4107_raw,Xương sông,Xương sông
4108,"Rau cải ngọt, tươi",keep-no-match,none,,,
4108002,"Cải ngọt, luộc",keep-usda-only,name,usda_11801_cooked,"Rau cải mù tạt (loại non), luộc chín, để ráo nước, thêm muối.",cải ngọt luộc
4109,"Rau cải thảo, tươi",keep-no-match,none,,,
4109002,"Cải thảo, luộc",keep-usda-only,name,usda_11755_cooked,"Bắp cải Trung Quốc (pe-tsai), đã nấu chín, luộc, để ráo nước, với muối.",cải thảo luộc
4110,"Ngọn su su, tươi",keep-no-match,none,,,
4110002,"Ngọn su su, luộc",keep-no-match,none,,,
4111,"Quả đậu ván, tươi",keep-no-match,none,,,
4112,"Cà chua, muối",duplicate-vietnamese,name,fao_vn_2007_4108_raw,Cà chua muối,Cà chua muối
4113,"Cà pháo, muối nén",keep-no-match,none,,,
4114,"Cà pháo, muối sổi ",keep-no-match,none,,,
4115,Dưa cải bắp,duplicate-vietnamese,name,fao_vn_2007_4111_raw,Dưa cải bắp,Dưa cải bắp
4116,Dưa cải bẹ,duplicate-vietnamese,name,fao_vn_2007_4112_raw,Dưa cải bẹ,Dưa cải bẹ
4117,Dưa cải sen,duplicate-vietnamese,name,fao_vn_2007_4113_raw,Dưa cải sen,Dưa cải sen
4118,"Dưa chuột, muối",duplicate-vietnamese,name,fao_vn_2007_4114_raw,Dưa chuột muối,Dưa chuột muối
4119,Dưa giá đậu xanh,duplicate-vietnamese,name,fao_vn_2007_4115_raw,Dưa giá (đậu xanh),Dưa giá (đậu xanh)
4120,"Hành củ, muối",duplicate-vietnamese,name,fao_vn_2007_4116_raw,Hành củ muối,Hành củ muối
4121,"Kiệu, muối",duplicate-vietnamese,name,fao_vn_2007_4117_raw,Kiệu muối,Kiệu muối
4122,"Nhút (dưa muối từ mít non, lá đậu xanh non...)",keep-no-match,none,,,
4123,"Men bia, khô",duplicate-vietnamese,name,fao_vn_2007_4119_raw,Men bia khô,Men bia khô
4124,"Men bia, tươi",duplicate-vietnamese,name,fao_vn_2007_4120_raw,Men bia tươi,Men bia tươi
4125,"Mộc nhĩ, khô",keep-usda-only,name,usda_11988_raw,"Nấm mộc nhĩ, nấm tai mèo, nấm khô",mộc nhĩ khô
4126,"Nấm hương, khô",duplicate-vietnamese,name,fao_vn_2007_4122_raw,Nấm hương khô,Nấm hương khô
4127,"Nấm hương, tươi",duplicate-vietnamese,name,fao_vn_2007_4123_raw,Nấm hương tươi,Nấm hương tươi
4128,"Nấm mỡ (Nấm tây), tươi",keep-no-match,none,,,
4129,"Nấm rơm, tươi",keep-no-match,none,,,
4130,"Nấm thường, tươi",duplicate-vietnamese,name,fao_vn_2007_4126_raw,Nấm thường tươi,Nấm thường tươi
4132,Hành khô,keep-usda-only,name,usda_11677_raw,Hành tím,Hành khô
4133,Nấm kim châm,keep-usda-only,name,usda_11950_raw,"Nấm, nấm kim châm, sống",nấm kim châm
4134,Cải ngồng,keep-no-match,none,,,
4134002,"Cải ngồng, luộc",keep-no-match,none,,,
4135,Rau cải chíp,keep-no-match,none,,,
4135002,Rau cải chíp luộc,keep-no-match,none,,,
5001,"Bưởi, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5001_raw,Bưởi,Bưởi
5002,"Cam, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5002_raw,Cam,Cam
5003,"Chanh, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5003_raw,Chanh,Chanh
5004,"Chôm chôm, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5004_raw,Chôm chôm,Chôm chôm
5005,"Chuối, khô",duplicate-vietnamese,name,fao_vn_2007_5005_raw,Chuối khô,Chuối khô
5006,"Chuối tây, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5006_raw,Chuối tây,Chuối tây
5007,"Chuối tiêu, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5007_raw,Chuối tiêu,Chuối tiêu
5008,"Dâu gia, tươi ",duplicate-vietnamese,code-lineage,fao_vn_2007_5008_raw,Dâu gia,Dâu gia
5009,"Dâu tây, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5009_raw,Dâu tây,Dâu tây
5010,"Dưa bở, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5010_raw,Dưa bở,Dưa bở
5011,"Dưa hấu, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5011_raw,Dưa hấu,Dưa hấu
5012,"Dưa hồng, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5012_raw,Dưa hồng,Dưa hồng
5013,"Dưa lê, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5013_raw,Dưa lê,Dưa lê
5014,"Dứa ta, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5014_raw,Dứa ta,Dứa ta
5015,"Dứa tây, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5015_raw,Dứa tây,Dứa tây
5016,"Đào, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5016_raw,Đào,Đào
5017,"Đu đủ chín, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5017_raw,Đu đủ chín,Đu đủ chín
5018,"Gioi, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5018_raw,Gioi,Gioi
5019,"Hồng bì, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5019_raw,Hồng bì,Hồng bì
5020,"Hồng đỏ, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5020_raw,Hồng đỏ,Hồng đỏ
5021,"Hồng ngâm, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5021_raw,Hồng ngâm,Hồng ngâm
5022,"Hồng xiêm, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5022_raw,Hồng xiêm,Hồng xiêm
5023,"Lê, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5023_raw,Lê,Lê
5024,"Lựu, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5024_raw,Lựu,Lựu
5025,"Mãng cầu xiêm, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5025_raw,Mãng cầu xiêm,Mãng cầu xiêm
5026,"Mắc coọc, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5026_raw,Mắc coọc,Mắc coọc
5027,"Mận tím, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5027_raw,Mận,Mận
5028,"Mít dai, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5028_raw,Mít dai,Mít dai
5029,Mít khô,duplicate-vietnamese,name,fao_vn_2007_5029_raw,Mít khô,Mít khô
5030,"Mít mật , tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5030_raw,Mít mật,Mít mật
5031,"Mơ, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5031_raw,Mơ,Mơ
5032,"Mơ, khô",duplicate-vietnamese,name,fao_vn_2007_5032_raw,Mơ khô,Mơ khô
5033,"Muỗm, quéo, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5033_raw,"Muỗm, quéo","Muỗm, quéo"
5034,"Na, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5034_raw,Na,Na
5035,"Nhãn, tươi ",duplicate-vietnamese,code-lineage,fao_vn_2007_5035_raw,Nhãn,Nhãn
5036,"Nhãn, khô",duplicate-vietnamese,name,fao_vn_2007_5036_raw,Nhãn khô,Nhãn khô
5037,"Nho ngọt, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5037_raw,Nho ngọt,Nho ngọt
5038,"Nho ta (nho chua), tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5038_raw,Nho ta (nho chua),Nho ta (nho chua)
5039,"Nhót, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5039_raw,Nhót,Nhót
5040,"Ổi, quả chín, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5040_raw,ổi,ổi
5041,"Quả bơ vỏ tím, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5041_raw,Quả bơ vỏ tím,Quả bơ vỏ tím
5042,"Quả bơ vỏ xanh, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5042_raw,Quả bơ vỏ xanh,Quả bơ vỏ xanh
5043,"Quả cóc, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5043_raw,Quả cóc,Quả cóc
5044,"Quả thanh long, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5044_raw,Quả thanh long,Quả thanh long
5045,"Quả trứng gà, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5045_raw,Quả trứng gà,Quả trứng gà
5046,"Quất chín, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5046_raw,Quất chín (cả vỏ),Quất chín (cả vỏ)
5047,"Quít, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5047_raw,Quít,Quít
5048,"Sầu riêng, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5048_raw,Sầu riêng,Sầu riêng
5049,"Sấu chín, tươi   ",duplicate-vietnamese,code-lineage,fao_vn_2007_5049_raw,Sấu chín,Sấu chín
5050,"Táo ta, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5050_raw,Táo ta,Táo ta
5051,"Táo tây, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5051_raw,Táo tây,Táo tây
5052,"Vải, tươi   ",duplicate-vietnamese,code-lineage,fao_vn_2007_5052_raw,Vải,Vải
5053,"Vải, khô",duplicate-vietnamese,name,fao_vn_2007_5053_raw,Vải khô,Vải khô
5054,"Vú sữa, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5054_raw,Vú sữa,Vú sữa
5055,"Xoài chín, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5055_raw,Xoài chín,Xoài chín
5056,"Quả kiwi, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_5056_raw,Quả kiwi,Quả kiwi
5058,Táo mèo,keep-no-match,none,,,
5060,Dưa lưới,keep-usda-only,name,usda_9181_raw,"Dưa lưới, dưa vàng, sống",dưa lưới
5061,Măng cụt,keep-no-match,none,,,
6001,Bơ,duplicate-vietnamese,name,fao_vn_2007_6001_raw,Bơ,Bơ
6003,"Mỡ lợn, muối",duplicate-vietnamese,name,fao_vn_2007_6003_raw,Mỡ lợn muối,Mỡ lợn muối
6004,"Mỡ lợn, nước",duplicate-vietnamese,name,fao_vn_2007_6004_raw,Mỡ lợn nước,Mỡ lợn nước
6005,Bơ thực vật,duplicate-vietnamese,name,fao_vn_2007_6005_raw,Bơ thực vật,Bơ thực vật
6006,Dầu bông,duplicate-vietnamese,name,fao_vn_2007_6006_raw,Dầu bông,Dầu bông
6007,Dầu cám gạo,duplicate-vietnamese,name,fao_vn_2007_6007_raw,Dầu cám gạo,Dầu cám gạo
6008,Dầu cọ,duplicate-vietnamese,name,fao_vn_2007_6008_raw,Dầu cọ,Dầu cọ
6009,Dầu dừa,duplicate-vietnamese,name,fao_vn_2007_6009_raw,Dầu dừa,Dầu dừa
6010,Dầu đậu tương,duplicate-vietnamese,name,fao_vn_2007_6010_raw,Dầu đậu tương,Dầu đậu tương
6011,Dầu lạc,duplicate-vietnamese,name,fao_vn_2007_6011_raw,Dầu lạc,Dầu lạc
6012,Dầu mè,duplicate-vietnamese,name,fao_vn_2007_6012_raw,Dầu mè,Dầu mè
6013,Dầu ngô ,duplicate-vietnamese,name,fao_vn_2007_6013_raw,Dầu ngô,Dầu ngô
6014,Dầu oliu,duplicate-vietnamese,name,fao_vn_2007_6014_raw,Dầu oliu,Dầu oliu
6023,Dầu hỗn hợp,keep-no-match,none,,,
7001,"Thịt bê, mỡ, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7001_raw,Thịt bê mỡ,Thịt bê mỡ
7002,"Thịt bê, nạc, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7002_raw,Thịt bê nạc,Thịt bê nạc
7003,"Thịt bò, loại I, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7003_raw,Thịt bò loại I,Thịt bò loại I
7004,"Thịt bò, loại II, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7004_raw,Thịt bò loại II,Thịt bò loại II
7005,"Thịt bò, lưng, nạc, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7005_raw,"Thịt bò, lưng, nạc","Thịt bò, lưng, nạc"
7005018,"Thịt bò, lưng, nạc, chần",keep-no-match,none,,,
7006,"Thịt bò, lưng, nạc và mỡ, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7006_raw,"Thịt bò, lưng, nạc và mỡ","Thịt bò, lưng, nạc và mỡ"
7006018,"Thịt bò, lưng, nạc và mỡ, chần",keep-no-match,none,,,
7007,"Thịt bồ câu, cả con non (ra ràng), tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7007_raw,Thịt bồ câu ra ràng,Thịt bồ câu ra ràng
7008,"Thịt chó, sấn, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7008_raw,Thịt chó sấn,Thịt chó sấn
7009,"Thịt chó, vai, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7009_raw,Thịt chó vai,Thịt chó vai
7010,"Thịt cừu, nạc, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7010_raw,"Thịt cừu, nạc","Thịt cừu, nạc"
7011,"Thịt dê, nạc, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7011_raw,"Thịt dê, nạc","Thịt dê, nạc"
7011003,"Thịt dê, nạc, hấp",keep-no-match,none,,,
7012,"Thịt gà rừng, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7012_raw,Thịt gà rừng,Thịt gà rừng
7013,"Thịt gà ta, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7013_raw,Thịt gà ta,Thịt gà ta
7014,"Thịt gà tây, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7014_raw,Thịt gà tây,Thịt gà tây
7015,"Thịt hươu, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7015_raw,Thịt hươu,Thịt hươu
7016,"Thịt lợn, mỡ, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7016_raw,Thịt lợn mỡ,Thịt lợn mỡ
7017,"Thịt lợn, nạc, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7017_raw,Thịt lợn nạc,Thịt lợn nạc
7018,"Thịt lợn, nửa nạc, nửa mỡ, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7018_raw,"Thịt lợn nửa nạc, nửa mỡ","Thịt lợn nửa nạc, nửa mỡ"
7018002,"Thịt lợn nửa nạc, nửa mỡ, luộc",keep-no-match,none,,,
7019,"Thịt ngỗng, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7019_raw,Thịt ngỗng,Thịt ngỗng
7019002,"Thịt ngỗng, luộc",keep-no-match,none,,,
7020,"Thịt ngựa, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7020_raw,Thịt ngựa,Thịt ngựa
7021,"Thịt thỏ nhà, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7021_raw,Thịt thỏ nhà,Thịt thỏ nhà
7022,"Thịt thỏ rừng, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7022_raw,Thịt thỏ rừng,Thịt thỏ rừng
7023,"Thịt trâu, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7023_raw,Thịt trâu,Thịt trâu
7024,"Thịt trâu, bắp, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7024_raw,Thịt trâu bắp,Thịt trâu bắp
7024002,"Thịt trâu bắp, luộc",keep-no-match,none,,,
7024018,"Thịt trâu bắp, chần",keep-no-match,none,,,
7025,"Thịt trâu, cổ, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7025_raw,Thịt trâu cổ,Thịt trâu cổ
7026,"Thịt trâu, đùi, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7026_raw,Thịt trâu đùi,Thịt trâu đùi
7027,"Thịt trâu, đùi, tươi",keep-no-match,none,,,
7027002,"Thịt trâu thăn, luộc",keep-no-match,none,,,
7027018,"Thịt trâu thăn, chần",keep-no-match,none,,,
7028,"Thịt vịt, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7028_raw,Thịt vịt,Thịt vịt
7028002,"Thịt vịt, luộc",keep-no-match,none,,,
7029,"Bầu dục bò, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7029_raw,Bầu dục bò,Bầu dục bò
7029002,"Bầu dục bò, luộc",keep-no-match,none,,,
7030,"Bầu dục lợn, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7030_raw,Bầu dục lợn,Bầu dục lợn
7030002,"Bầu dục lợn, luộc",keep-no-match,none,,,
7031,"Bì lợn, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7031_raw,Bì lợn,Bì lợn
7032,"Chân giò lợn, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7032_raw,Chân giò lợn,Chân giò lợn
7032002,"Thịt chân giò lợn, luộc",keep-no-match,none,,,
7033,"Dạ dày bò, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7033_raw,Dạ dày bò,Dạ dày bò
7034,"Dạ dày lợn, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7034_raw,Dạ dày lợn,Dạ dày lợn
7034002,"Dạ dày lợn, luộc",keep-no-match,none,,,
7035,"Đầu bò, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7035_raw,Đầu bò,Đầu bò
7036,"Đầu lợn, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7036_raw,Đầu lợn,Đầu lợn
7037,"Đuôi bò, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7037_raw,Đuôi bò,Đuôi bò
7038,"Đuôi lợn, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7038_raw,Đuôi lợn,Đuôi lợn
7039,"Gan bò, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7039_raw,Gan bò,Gan bò
7040,"Gan gà, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7040_raw,Gan gà,Gan gà
7040002,"Gan gà, luộc",keep-usda-only,name,usda_5028_cooked,"Thịt gà, gan, tất cả các loại, nấu chín, ninh nhừ",gan gà luộc
7041,"Gan lợn, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7041_raw,Gan lợn,Gan lợn
7041002,"Gan lợn, luộc",keep-no-match,none,,,
7042,"Gan vịt, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7042_raw,Gan vịt,Gan vịt
7042002,"Gan vịt, luộc",keep-no-match,none,,,
7043,"Gân chân bò, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7043_raw,Gân chân bò,Gân chân bò
7043006,"Thịt bò, gân, kho/om",keep-no-match,none,,,
7044,"Lưỡi bò, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7044_raw,Lưỡi bò,Lưỡi bò
7044002,"Lưỡi bò, luộc",keep-usda-only,name,usda_13340_cooked,"Thịt bò, các loại nội tạng và phụ phẩm, lưỡi bò, đã nấu chín, ninh nhừ.",lưỡi bò luộc
7045,"Lưỡi lợn, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7045_raw,Lưỡi lợn,Lưỡi lợn
7045002,"Lưỡi lợn, luộc",keep-no-match,none,,,
7046,"Lòng lợn (ruột già), tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7046_raw,Lòng lợn (ruột già),Lòng lợn (ruột già)
7047,"Lòng lợn (ruột non), tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7047_raw,Lòng lợn (ruột non),Lòng lợn (ruột non)
